City,Year,AQI,CO2_Emissions,Green_Cover_Loss,Water_Consumption,Energy_Usage,Waste_Generated,Recycling_Rate,Population_Growth,Industrial_Expansion
Phoenix,2023,171,13.58,1.18,347.67,1033.87,1.17,64.15,1.51,5.05
Phoenix,2007,137,13.15,0.57,309.23,7064.63,0.73,54.84,3.22,6.32
Tokyo,2021,74,34.63,1.72,384.45,1368.86,2.12,87.95,2.97,13.4
Phoenix,2010,72,40.14,3.24,498.92,6812.76,2.75,86.98,1.43,14.5
Beijing,2000,122,32.59,1.95,371.35,5270.7,1.46,46.3,2.35,13.17
Phoenix,2001,300,36.73,0.7,87.47,1137.52,3.22,53.5,3.35,7.68
Los Angeles,2020,300,13.24,0.47,321.37,8916.26,2.29,43.07,2.77,2.25
Chicago,2008,192,20.0,2.0,318.7,4623.73,2.94,50.64,3.16,7.84
Delhi,2006,140,11.5,3.94,203.94,9666.61,1.19,14.9,2.68,14.16
Sydney,2005,106,45.1,0.79,226.67,6234.25,2.06,38.41,4.86,8.55
Sydney,2016,186,47.15,2.42,251.78,3910.47,1.01,38.94,4.75,3.66
New York,2023,263,49.63,1.01,322.1,3491.59,1.91,73.53,0.91,2.39
Houston,2024,299,18.76,1.56,367.76,8608.3,2.95,17.63,2.75,1.7
Phoenix,2007,122,20.96,0.86,97.36,5606.94,2.72,13.24,0.6,9.99
Chicago,2014,126,13.45,4.62,315.78,7980.12,1.49,84.04,2.58,8.18
New York,2002,235,34.11,0.67,432.91,3566.76,3.32,47.1,2.7,8.86
Tokyo,2007,140,19.69,2.3,176.45,5793.17,0.66,23.81,2.53,2.02
Beijing,2020,118,49.07,3.45,295.01,5183.14,2.13,21.68,2.1,10.8
Delhi,2004,220,43.64,0.74,73.74,4988.95,1.81,51.36,2.72,10.23
Delhi,2020,198,18.31,3.5,106.77,7194.4,2.07,86.77,4.07,3.57
New York,2006,269,41.28,2.39,443.68,8700.53,2.39,11.21,2.73,8.63
Phoenix,2010,98,22.01,4.8,392.42,4158.46,2.69,79.5,2.23,10.79
Houston,2013,235,5.63,2.65,188.29,8033.82,1.2,20.16,1.18,8.71
Tokyo,2009,298,23.71,1.6,185.48,3628.37,2.6,78.69,1.78,9.12
Delhi,2010,101,49.46,1.67,311.43,1470.62,2.22,83.2,2.69,2.64
New York,2016,284,18.86,2.73,78.69,5367.65,2.43,23.31,1.96,2.52
Delhi,2009,227,13.26,4.08,437.69,1915.17,3.19,30.49,0.84,2.47
Chicago,2014,158,14.16,3.48,238.47,2307.37,1.5,64.75,4.49,6.04
Delhi,2008,210,7.78,2.13,408.49,5420.94,0.55,81.16,3.68,10.56
Beijing,2009,177,23.72,2.28,388.78,1742.38,1.32,88.9,2.58,4.87
Los Angeles,2013,131,42.82,4.82,498.72,8404.35,1.86,78.45,2.3,2.68
Delhi,2024,195,12.0,1.71,139.1,5952.11,2.76,19.59,3.99,6.69
Tokyo,2018,240,48.98,2.32,71.58,4432.99,2.82,70.36,3.63,12.99
Sydney,2014,290,39.03,3.26,356.35,3069.73,2.17,83.14,4.64,2.47
Delhi,2003,164,5.0,3.51,52.67,8376.72,1.79,10.19,3.85,2.07
Tokyo,2024,129,12.47,2.35,231.77,9706.51,0.68,35.17,4.62,6.82
New York,2005,141,36.68,4.66,410.94,3547.44,2.88,74.98,2.04,5.83
Los Angeles,2023,222,13.81,4.49,195.71,2325.72,1.97,22.32,3.99,11.19
Houston,2021,105,48.82,4.77,98.11,3363.82,3.47,65.82,4.8,8.83
Chicago,2013,223,30.51,1.92,268.03,2010.54,0.9,42.09,1.73,5.42
Chicago,2011,68,24.61,0.11,122.43,1665.93,1.48,13.62,2.2,11.74
Houston,2001,292,20.02,1.6,206.36,7320.5,3.24,62.55,1.96,13.55
Tokyo,2017,107,49.78,2.26,138.92,5614.32,1.48,84.74,3.39,13.25
Beijing,2011,231,38.88,3.49,463.41,8804.47,1.55,79.54,2.79,12.09
Tokyo,2015,258,45.45,3.81,305.85,8440.97,0.89,29.93,0.91,2.92
Delhi,2007,260,15.25,4.68,117.29,9423.58,3.31,47.5,4.12,12.26
Delhi,2001,200,20.23,1.61,404.74,2089.37,1.01,71.76,2.85,2.62
New York,2012,114,16.13,1.78,375.43,8794.41,3.24,37.6,0.53,11.34
Beijing,2000,114,25.67,1.92,273.93,6011.16,1.29,65.45,4.24,3.83
Phoenix,2024,267,25.02,2.7,129.61,9718.05,2.58,80.33,0.97,10.26
Sydney,2001,93,10.09,3.81,266.61,3168.15,2.14,69.24,4.25,4.04
Tokyo,2019,79,18.21,4.93,138.8,3466.05,0.69,64.82,4.85,10.57
Tokyo,2007,256,15.49,4.81,136.05,5970.96,2.13,44.06,2.43,6.47
